algorithm,best,worst,mean,std
DE/rand/1/bin,17483.43576703147,17483.436893368846,17483.43594650064,0.0002558079157958582
DE/current-to-best/1/bin,17483.435763842732,17483.435783149813,17483.435766634168,4.325503294577814e-06
